"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",2.9,0.710633520177595,0.923857868020305,1,0.412,0.263347678934142,1,1,0.69028571428571,0.475077652084585,1,1
"2",2.45,0.646142399166004,0.934010152284264,1,0.4,0.260215295476649,1,1,1.53685714285714,1.1010660882128,1,0.666666666666667
"3",3.2,0.764852927038918,0.913705583756345,1,0.438000000000001,0.286865822293281,1,1,4.08771428571429,3.1129481400192,0.99492385786802,0.666666666666667
"4",2.6,0.764852927038918,0.975855130784708,1,1.546,1.0591675976917,0.997987927565392,1,0.650571428571428,0.428907011471945,1,1
"5",3.2,0.771362431027076,0.969818913480885,1,0.524000000000002,0.352249911284589,1,1,2.15,1.42214626533279,1,0.333333333333333
"6",3.35,0.920597631976099,0.971830985915493,1,0.596,0.391693757928308,1,1,1.79285714285714,1.16697526336513,1,0.666666666666667
