"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",9.9,0.938083151964686,0.309644670050761,1,0.0600000000000018,0.0600000000000005,1,1,0.138571428571438,0.107180945610877,1,1
"2",9.3,0.886002257333468,0.34010152284264,1,0.160000000000001,0.102645019362851,1,1,2.06142857142857,1.94453593435555,0.99492385786802,1
"3",10.95,0.996242942258564,0.263959390862944,1,0.138,0.100498756211209,1,1,1.55742857142857,1.03935148540043,0.99492385786802,1
"4",15.95,1.1651180197731,0.541247484909457,1,0.184000000000001,0.146751490622753,1,1,1.25257142857144,1.16342583496731,0.997987927565392,1
"5",15.9,1.14673449411797,0.535211267605634,1,0.172000000000002,0.117745488236281,1,1,10.8665714285714,3.56972984743572,0.979879275653924,1
"6",18.6,1.30384048104053,0.490945674044266,1,0.154000000000001,0.101410058672698,1,1,12.1848571428571,3.88572427519724,0.977867203219316,1
