"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1.85,0.31224989991992,0.82741116751269,1,0.207999999999999,0.12595237195067,1,1,0.537999999999996,0.406671807706991,1,1
"2",2.2,0.339116499156263,0.791878172588833,1,0.178,0.129011627382961,1,1,0.520285714285714,0.301169828014233,1,1
"3",3.5,0.463680924774785,0.695431472081218,1,0.366000000000002,0.230382290986092,1,1,1.37114285714286,0.876513082431443,0.99492385786802,1
"4",4.25,0.482182538049648,0.839034205231388,1,0.0960000000000005,0.0865794432876539,1,1,0.428285714285717,0.38454478786944,1,1
"5",1.85,0.304138126514911,0.929577464788732,1,0.354000000000002,0.235703203202673,1,1,0.279142857142855,0.193437433854791,1,1
"6",4.65,0.55,0.845070422535211,1,0.554000000000002,0.393278527255177,1,1,1.238,0.770575772009583,1,1
